Policy,Utility,Lower Bound,Upper Bound
"(0, 2, 2, -1, 0, nan, 0, -1, 2, 1, 2, 1)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.071968, 0.0, -0.04750864415968, -1.0, -0.0471896032, -0.04471424135968, -0.04474611355155203, -0.04447013674380005]",1.786605822990981,3.150951996669742
"(1, 3, 1, -1, 3, nan, 3, -1, 0, 2, 0, 0)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.071968, 0.0, -0.07548064415968, -1.0, -0.04, -0.071968, -0.0471896032, -0.17761393087744]",0.6622054272445513,0.74771374246891
"(2, 3, 3, -1, 0, nan, 0, -1, 3, 2, 1, 2)","[-0.04, -0.04, -0.071968, 1.0, -0.043996, 0.0, -0.0471896032, -1.0, -0.07516160320000001, -0.04750864415968, -0.08246004442899203, -0.8474377584384565]",1.780221200313835,2.7860974840715023
"(2, 2, 1, -1, 3, nan, 1, -1, 3, 2, 0, 1)","[-0.04, -0.04, -0.04, 1.0, -0.071968, 0.0, -0.071968, -1.0, -0.0471896032, -0.04471424135968, -0.08292522489465626, -0.048284229966976164]",1.7503563255906993,2.855752518605962
"(2, 0, 1, -1, 3, nan, 1, -1, 3, 1, 3, 1)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.043996, 0.0, -0.04750864415968, -1.0, -0.0443952004, -0.04443508051996, -0.08240797295636026, -0.20576045198672313]",1.9224729786885217,2.5972613754149103
"(3, 3, 3, -1, 3, nan, 0, -1, 0, 2, 1, 1)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.043996, 0.0, -0.04750864415968, -1.0, -0.0443952004, -0.07548064415968, -0.04474611355155203, -0.1756610939504004]",1.6234690876405509,2.1792604134821847
"(1, 1, 2, -1, 2, nan, 0, -1, 3, 3, 3, 1)","[-0.04, -0.04, -0.04, 1.0, -0.043996, 0.0, -0.071968, -1.0, -0.07516160320000001, -0.04750864415968, -0.08515851161241626, -0.2079586824806431]",1.854488823414764,2.8336401934934212
"(3, 0, 3, -1, 3, nan, 1, -1, 3, 3, 3, 3)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.04, 0.0, -0.07771393087744, -1.0, -0.043996, -0.04, -0.047763621694656255, -0.1780726864583693]",2.8147313229336843,3.348530661475537
"(1, 3, 1, -1, 1, nan, 2, -1, 2, 0, 0, 3)","[-0.04, -0.043996, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.0443952004, -0.04, -0.0443952004, -0.1399]",2.24991069486895,2.492220854423551
"(0, 0, 0, -1, 1, nan, 3, -1, 2, 0, 1, 1)","[-0.04, -0.04, -0.071968, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.04, -0.043996, -0.0763632004, -0.1399]",1.735347195219773,1.954715834945821
"(1, 0, 1, -1, 2, nan, 1, -1, 2, 0, 2, 0)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.04443508051996, -1.0, -0.04, -0.043996, -0.079600667743944, -0.20351685366096006]",1.5491453776804325,1.9795052111338036
"(1, 0, 3, -1, 2, nan, 2, -1, 1, 3, 3, 1)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.04, 0.0, -0.04750864415968, -1.0, -0.04, -0.043996, -0.0443952004, -0.8436350805199602]",1.4684977413379299,1.670966205887014
"(0, 3, 1, -1, 0, nan, 2, -1, 3, 0, 2, 0)","[-0.04, -0.043996, -0.04, 1.0, -0.04, 0.0, -0.04, -1.0, -0.043996, -0.04, -0.043996, -0.17506160320000003]",0.6656084025353881,0.7522244311283917
"(0, 0, 1, -1, 0, nan, 3, -1, 2, 2, 0, 3)","[-0.04, -0.04, -0.071968, 1.0, -0.071968, 0.0, -0.04, -1.0, -0.0471896032, -0.04471424135968, -0.044466952711832035, -0.8436422485759122]",1.908672308930744,2.8946711802804623
"(2, 0, 1, -1, 2, nan, 2, -1, 0, 0, 1, 2)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.071968, 0.0, -0.04750864415968, -1.0, -0.04, -0.043996, -0.08236410881241626, -0.1399]",1.190560377995844,1.2480013210250571
"(2, 0, 0, -1, 0, nan, 2, -1, 3, 1, 0, 2)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.04, 0.0, -0.04, -1.0, -0.071968, -0.0471896032, -0.08170993087744, -0.048162822094656256]",1.6147761273928223,2.0731584650023422
"(2, 2, 1, -1, 0, nan, 3, -1, 3, 0, 3, 0)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.071968, 0.0, -0.04, -1.0, -0.0471896032, -0.07771393087744, -0.07973162169465625, -0.04796518900729616]",2.05566719967445,2.5493940082297315
"(1, 1, 3, -1, 2, nan, 1, -1, 3, 0, 0, 0)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.071968, 0.0, -0.04750864415968, -1.0, -0.0471896032, -0.04471424135968, -0.04474611355155203, -0.8436701367438002]",2.368383089769362,3.4074432596126107
"(3, 1, 2, -1, 3, nan, 0, -1, 3, 0, 2, 3)","[-0.04, -0.071968, -0.04, 1.0, -0.04, 0.0, -0.043996, -1.0, -0.043996, -0.0443952004, -0.07959668371996001, -0.8471517087036241]",2.007893813170994,3.3270774762214064
"(0, 0, 3, -1, 3, nan, 1, -1, 1, 1, 0, 2)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.043996, 0.0, -0.07771393087744, -1.0, -0.0443952004, -0.04443508051996, -0.044439064543944, -0.1399]",2.1120299322993183,2.9591048106137463
"(2, 2, 0, -1, 1, nan, 0, -1, 0, 3, 1, 2)","[-0.04, -0.043996, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.0443952004, -0.07548064415968, -0.08270211955155204, -0.048261941743200046]",1.7442784288704813,2.054967193687359
"(3, 0, 1, -1, 0, nan, 0, -1, 0, 2, 0, 0)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.07548064415968, -1.0, -0.07516160320000001, -0.04, -0.07950851635155204, -0.04794290078352005]",1.6297717909080551,2.602747700990333
"(3, 2, 0, -1, 0, nan, 3, -1, 0, 0, 3, 0)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.071968, 0.0, -0.10006915327744001, -1.0, -0.0975168256, -0.04974193087744, -0.12494448619398632, -0.8516819541707793]",1.18590059462409,3.2843279856776233
"(1, 3, 2, -1, 1, nan, 2, -1, 0, 2, 2, 2)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.071968, 0.0, -0.04443508051996, -1.0, -0.0975168256, -0.04974193087744, -0.044439064543944, -0.8436394625479401]",2.0980343052167596,4.61484659537564
"(0, 0, 3, -1, 3, nan, 0, -1, 0, 2, 1, 0)","[-0.04, -0.04, -0.043996, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.07516160320000001, -0.04750864415968, -0.04474611355155203, -0.04447013674380005]",0.7578135244404572,0.8997262273881008
"(2, 3, 1, -1, 0, nan, 0, -1, 2, 0, 2, 1)","[-0.04, -0.043996, -0.04, 1.0, -0.043996, 0.0, -0.071968, -1.0, -0.07516160320000001, -0.04750864415968, -0.08515851161241626, -0.8477073353100805]",1.5737870235537792,2.597190812458688
"(2, 0, 0, -1, 1, nan, 3, -1, 2, 0, 3, 0)","[-0.04, -0.04, -0.071968, 1.0, -0.071968, 0.0, -0.0975168256, -1.0, -0.04, -0.043996, -0.0443952004, -0.17538064415968002]",1.3551167475406367,1.5744384519860801
